Subject,Subject.1,CB,StandardProblem,StandardAcc,StandardResp,StandardAccLast,StandardRespLast,StandardStr,ControlAcc,ControlResp,ControlAccLast,ControlRespLast,ControlStr,StandardConfidence,StandardConfidenceStr,ControlConfidence,ControlConfidenceStr,StandardOpinion,StandardOpinionStr,ControlOpinion,ControlOpinionStr
271,,1a,PE,1,5,0,10,"5 cents, because if you subtract 5 from 10 you get the price difference given in the problem",1,90,1,90,"90 cents, since it's just an extension of the previous question",0.9,"90%, since I used logic I'm fairly certain my answer is right",0.99,"99%, I used exactly the same reasoning as before with no other factors presented, so I feel extremely sure about my answer",0.75,"75%, most people should be able to solve this kind of question",0.8,"80%, again I expect most people who got the first one right will get this one right too"
272,,1b,BM,0,2,0,2,"Firstly, they didn't specify whether the magazine was $2 more expensive or cheaper. But assuming it's cheaper, that means the magazine is worth 90 cents. So if we subtract 90 cents from the total cost ($2.90), we get a price for the banana being $2.",1,10,1,10,"Erasers normally don't cost a dime, so 10 cents.",0.75,"Totally positive that my calculations are correct, however, I did make an assumption so perhaps my answer isn't accurate... Maybe I should put down 60% instead? Nah, I'm feeling pretty good about this one - 75%.",0.85,85%.,-0.4,"It depends on how many people realized there could be two possible answers based on whether the magazine is more or less expensive. Let's say only half figured out both possibilities exist, then perhaps 30-40% got the right answer.",0.8,"I assume most would get it right so like, 80%."
273,,2a,BM,0,1,0,3,"Banana=$1, Magazine=$3",0,1,1,0.1,"Pencil= $1, Eraser = $.10",1,100%,0.95,95%,0.85,I think 85% would get that one right,0.75,Maybe 75%...
274,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.65,65%,0.8,80%
275,,1b,BM,0,90,0,90,90 cents,1,10,1,10,10 cents,1,100%,1,100%,0.85,85%,0.75,75%
276,,1b,BM,0,2,0,2,"My immediate assumption upon reading this question was that 'more' in the context of the magazine costing twice as much meant an actual difference between the prices rather than the magazine costing $2 *more* than the banana. This is reflected in my response. However, with further thought on the matter, I now understand the intended meaning and can answer properly.",0,,0,,"The answer that the eraser costs ten cents is implied by giving a specific price for the pencil, but I could see how one might be confused if this information was not provided or otherwise overlooked.",0.85,"85%, but less than before because there is still some confusion surrounding what 'more expensive' actually means",0.95,95%,0.6,"60%. Again, assuming they interpret 'more expensive' to mean 'actually more expensive' and do not take into consideration what 'twice' implies",0.65,65%
277,,1b,BM,0,2.5,0,0.4,The magazine costs $2.50 and the banana costs 40 cents (.40).,1,0.1,1,0.1,Ten cents (.10),0.98,98%,0.95,95%,0.65,65%,0.75,75%
278,,1b,BM,1,0.45,0,2.45,Banana cost $.45 cents. If Magazine costs 2 dollars more than banana then Magazine cost would be $2 +$.45=$2.45,1,0.1,0,1.1,"Eraser cost $0.10 cents as it only left $.10 out of total $.10, i.e, $1+$.10=$1.10",0.85,85%,0.95,95%,0.75,75%,0.85,85%
279,,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100,1,100,0.7,70,0.85,85%
280,,2a,BM,1,0.45,0,2.9,Banana = $0.45; Magazine = $2.45 (cost difference) + $0.45 = $2.90,0,1.1,1,0.1,Eraser = $1.10 (total cost) - $1 (pencil cost); Eraser = $0.10,0.85,85%,1,100%,0.35,35%,0.65,65%
281,,1a,PE,1,5,1,5,5 cents,1,90,1,90,90 cents,0.8,80%,0.95,95%,0.6,I'm guessing about 60%.,0.8,Most of them should have been able to get that one. I don't know...maybe 80%?
282,,1a,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.9,90,0.9,90,0.6,60,0.8,80
283,,1b,BM,1,0.45,1,0.45,I think it's $0.45 for the banana.,1,10,1,10,10 cents. (The answer seems so obvious that it would be surprising if anyone actually got this question wrong.),0.97,"I feel like I'm around 97% confident in my answer, but there is always some room for human error, especially on these sorts of problems.",1,100%.,-0.8,"Probably somewhere close to 70-80%, maybe even more, because this one seems easier than the last one did to me at least.",0.95,95%
284,,1b,BM,1,45,1,45,Banana costs 45 cents. (2.9 - 2). I know this sounds weird but I read through some explanations and most said it’s supposed to trick you with an answer that’s easier to find if we ignore the dollar amount associated with the magazine and instead solve for the difference. Which is 90c – 45c = 45c.,1,10,1,10,10 cents. (110 – 1) / 1 = .1 or 10 cents,0.0435,75% because my first guess was $2.45 which would mean the total spent was $4.35 so there had to be another way.,0.95,95%,0.55,55%. It seems pretty difficult unless you try the approach above or do subtraction immediately after setting up equations mentally without writing anything down.,0.85,85%
285,,2b,PE,0,0.55,0,1.05,Eraser = $0.55; Pencil = $1.05,1,0.9,1,0.9,$0.90,1,100%,0.8,80%,0.9,90%,0.7,70%
286,,1a,PE,1,0.05,0,1.05,"Eraser is $.05, Pencil is $1.05.",1,0.9,1,0.9,Banana would be $.90.,0.75,75%.,0.9,"Very sure, probably 90%+.",0.6,"I have no way of knowing that, so maybe 60%?",0.08,"Probably 80-90%? Maybe more like 80%, though, because some might rush and answer .80 or 8 as if it’s cents vs dollars."
287,,2b,PE,0,10,0,10,10 cents. I arrived at this answer by setting up two equations that were then manipulated to arrive at an equation that would allow me to find out the cost of each item.,1,0.9,1,0.9,$.90 cents (I subtracted the price of the magazine from the total cost),0.8,"80%. Although this seems like it should be a simple question with only one possible correct answer, there might be other factors of which I am unaware that could alter this answer.",1,"I am totally sure, 100%",0.65,I think around 65% answered correctly. This again is just a rough guess because some folks might assume incorrectly based on intuition rather than thinking through their responses systematically.,0.75,"About 75%, although this is just a guess since I have no real basis for determining a more exact figure."
288,,1a,PE,0,0.1,0,1,The eraser costs .10 cents and the pencil costs $1.00,1,0.9,1,0.9,The banana costs .90 cents,0.95,95%,0.99,99%,0.5,50%,0.75,75%
289,,1a,PE,0,0.1,0,0.1,".10 cents, because if you add the one dollar for the pencil, then that's what it equals in total. I had to think about it for a little bit!",0,2.9,0,2.9,Easy. Ninety cents. The magazine costs two dollars and the banana has to be ninety cents for them to total up to 2.90.,0.85,"I would say 85%. It took me a second to wrap my head around it and think through the logic but once I did, I was pretty convinced I had come up with the right answer.",0.95,Very confident! I'm getting good at these problems now that I have done a few of them. I would say 95%.,0.85,Well I hope everyone else who got asked the question is as smart as I am haha...but in all honesty I bet some people might overlook the part where the pencil costs one more dollar than the eraser. Maybe 85%.,-0.8,Probably higher than the other problem because its a lot simpler but then again some people don't think logically even when its staring them right in the face. Idk maybe 75-80%
290,,2a,BM,1,0.45,1,0.45,$0.45,0,,0,,"It seems there might have been some confusion with my previous answer, or else someone edited their initial answers after reading further questions.  Here's what I missed initially...",0.75,"60%.  I am not entirely sure since it could also be possible that they meant ""$2 less"" than the price of the magazine, making the banana cost 75 cents instead.",0,"I believe most people would respond immediately without thinking about the question too hard, and therefore give an incorrect answer; however, assuming you meant that the eraser cost ""cents"" I will go out on a limb here and say 95%, for those who read the instructions carefully.  Of course, if the intended meaning was actually dollars (and again assuming they wrote it down without reading very closely) then the correct answer would be 0%.",0.3,"I think many would assume they meant ""less"", rather than ""more"", so probably around 30%",0.01,"As mentioned above, assuming the intent is for cents (which probably makes more sense anyway) I think that at least 80% will answer it correctly; otherwise, most people are likely to just assume that the $1 applies to erasers as well."
291,,2b,PE,0,10,0,90,"Eraser - 10 cents; Pencil - $1.10 (that is $1.10 minus 10 cents). This means that the total cost of the two items is equal to their sum: 10 cents plus $1.10. This would also mean that the pencil does not cost a dollar more than the eraser in absolute terms but rather in relative terms because they make up $1.10 between them. If that sounds like cheating or reinterpretation, then let me tell you that I got that answer after reading through the forum on that particular question. Usually, if I see that the pencil costs one dollar more than the eraser, I subtract 90 cents from that dollar figure to come up with a dime for the eraser.",1,90,0,0.89,"90 cents, because that is what I am used to seeing in this problem type. However, if the magazine costs more than half of the total price, it could be argued that you need to take out one cent from each so the magazine costs $2.01 and then the banana would be $0.89. But that's not how I usually do it.",0.75,"Around 75%, based on what other people have discussed. It was surprising to learn about another interpretation.",0.5,"50%, as long as there isn't anything wrong with my understanding. However, since it seems there was an alternative method, I wouldn't feel too sure about this particular example.",0.5,About 50%.,0.75,About 75%. This problem has been discussed in other forums and many people get confused by it.
292,,2a,BM,0,10,0,0.8,"10 cents. That’s because if you subtract $2 from the total price, it leaves .90 which is .80 + ten cents (banana). I do this automatically, don't even think about it anymore.",0,,0,,"Ten cents. If the pencil is one dollar, then the eraser has to be ten cents. Again, this seems automatic, not like I need to work through any complex math processes.",1,100%,1,100%,0.75,Maybe 75%.  Some might give an incorrect answer just based on math phobias.,0.98,Hmmm...maybe 98%. That sounds too high but these seem simple to me and anyone who got either problem wrong would likely have issues with basic arithmetic skills which is why they didn’t get it right.
293,,2b,PE,1,0.05,0,1.05,$.05. This can be determined by figuring out that the difference between the cost of the items is $1.05 so therefore the eraser must cost five cents less than that.,1,0.9,1,0.9,$.90 (I came up with this by subtracting the price of the magazine from the total price.),0.99,99% confident.,1,I'm 100% confident that my answer was correct.,,Maybe half since they might not realize the pencil is one dollar more expensive than the eraser instead of simply one dollar.,0.8,At least 80%. People tend to be pretty good at basic addition/subtraction.
