Subject,Dataset,Age,Age_break_new,Age_break,Gender,StandardProblem,CBType,StandardAcc,StandardResp,ControlAcc,ControlResp,StandardRT,ControlRT,StandardConfidence,ControlConfidence,StandardOpinion,ControlOpinion,StandardRecall,ControlRecall,StandardMC,ControlMC,LogStandardRT,LogControlRT,LogRTdiff,Confdiff,Opindiff
248,Human,65,Age_42_65,Age_41_65,Male,BM,2a,0,0.9,1,0.1,93.154,39.437,1,1,0.3,0.95,-999,-999,1,1,1.973838775,1.606778928,0.367059847,-999,-999
249,Human,24,Age_22_24,Age_23_24,Male,BM,1b,1,0.45,1,0.1,524.236,12.567,1,1,0.5,1,1,0,1,0,2.720354485,1.132483825,1.58787066,-999,-999
250,Human,24,Age_22_24,Age_23_24,Male,PE,2b,1,0.05,1,0.9,136.917,69.419,1,1,0.25,0.5,-999,-999,1,0,2.139617802,1.847689853,0.291927948,-999,-999
251,Human,32,Age_29_33,Age_30_35,Male,BM,2a,0,0.9,1,0.1,7.13,5.352,1,1,0.9,1,1,1,1,1,0.910090546,0.802910489,0.107180056,-999,-999
252,Human,30,Age_29_33,Age_30_35,Male,PE,1a,0,0.1,1,0.9,56.469,14.583,1,1,0.5,0.8,-999,-999,0,0,1.75943364,1.192651071,0.56678257,-999,-999
253,Human,28,Age_25_28,Age_25_29,Male,PE,1a,0,0.1,1,0.9,50.615,34.499,1,1,1,1,-999,-999,1,1,1.712775932,1.550216119,0.162559812,-999,-999
254,Human,40,Age_34_41,Age_36_40,Male,PE,2b,1,0.05,1,0.9,16.455,13.636,1,1,0.6,1,1,0,1,0,1.241919853,1.165422401,0.076497452,-999,-999
255,Human,47,Age_42_65,Age_41_65,Female,BM,1b,0,0.9,1,0.1,33.206,11.099,1,1,0.8,0.85,1,0,1,0,1.534102291,1.082749477,0.451352815,-999,-999
256,Human,35,Age_34_41,Age_30_35,Male,PE,1a,1,0.05,1,0.9,45.592,98.814,1,1,0.6,1,1,0,1,0,1.668311353,1.99919146,-0.330880107,-999,-999
257,Human,18,Age_18,Age_18,Male,PE,2b,1,0.05,1,0.9,14.945,21.419,0.98,0.95,0.92,0.71,1,0,1,0,1.202624524,1.350616237,-0.147991713,-999,-999
258,Human,19,Age_19,Age_19,Female,PE,2b,0,0.1,1,0.9,15.59,9.92,1,1,1,1,1,0,1,0,1.219846386,1.038222638,0.181623748,-999,-999
259,Human,19,Age_19,Age_19,Male,BM,2a,0,0.9,1,0.1,8.623,4.352,0.94,0.95,0.9,0.95,-999,-999,0,1,0.983310486,0.728516105,0.254794381,-999,-999
260,Human,18,Age_18,Age_18,Male,BM,1b,1,0.45,1,0.1,11.982,12.73,1,1,0.6,0.95,1,0,1,0,1.113341605,1.137670537,-0.024328932,-999,-999
261,Human,20,Age_20_21,Age_20_22,Female,PE,1a,1,0.05,1,0.9,15.83,17.269,1,1,0.9,1,1,0,1,0,1.226084116,1.261714776,-0.03563066,-999,-999
262,Human,19,Age_19,Age_19,Female,PE,2b,1,0.05,1,0.9,9.818,11.941,1,1,0.6,0.75,1,0,1,0,1.034146977,1.111967837,-0.07782086,-999,-999
263,Human,19,Age_19,Age_19,Male,PE,1a,1,0.05,1,0.9,31.961,23.822,1,1,0.6,1,1,0,1,0,1.518000379,1.394836771,0.123163608,-999,-999
264,Human,20,Age_20_21,Age_20_22,Male,BM,2a,0,0.9,1,0.1,13.168,6.697,1,1,0.8,0.97,1,0,1,0,1.151308548,0.886321487,0.264987062,-999,-999
265,Human,19,Age_19,Age_19,Female,PE,2b,1,0.05,1,0.9,12.677,17.269,1,1,0.93,0.88,1,0,1,0,1.135990847,1.261714776,-0.125723929,-999,-999
266,Human,18,Age_18,Age_18,Male,PE,1a,0,0.1,1,0.9,102.7,20.566,0.9,0.9,0.9,0.9,0,0,0,0,2.015778756,1.333769601,0.682009156,-999,-999
267,Human,19,Age_19,Age_19,Male,BM,1b,0,0.9,1,0.1,242.62,19.525,1,1,0.78,1,1,0,1,0,2.386712939,1.312283166,1.074429773,-999,-999
268,Human,19,Age_19,Age_19,Male,BM,1b,1,0.45,1,0.1,31.667,11.41,0.99,0.99,0.5,0.7,-999,-999,1,0,1.514109253,1.093771781,0.420337471,-999,-999
269,Human,19,Age_19,Age_19,Male,BM,1b,1,0.45,1,0.1,101.713,22.637,0.5,1,0.2,0.9,1,1,1,1,2.011625414,1.373592355,0.638033059,-999,-999
270,Human,19,Age_19,Age_19,Female,BM,2a,0,0.9,1,0.1,76.946,8.928,1,0.99,0.75,0.82,1,0,1,0,1.891793833,0.996861768,0.894932065,-999,-999
271,Human,19,Age_19,Age_19,Female,PE,1a,1,0.05,1,0.9,27.544,108.551,1,1,0.4,0.95,1,0,1,0,1.455514833,2.039616346,-0.584101514,-999,-999
272,Human,19,Age_19,Age_19,Female,BM,1b,0,0.9,1,0.1,43.882,57.968,1,1,0.9,0.9,0,1,0,1,1.652072201,1.770616398,-0.118544197,-999,-999
273,Human,20,Age_20_21,Age_20_22,Male,BM,2a,0,0.9,1,0.1,235.044,79.146,0.65,0.75,0.45,0.45,1,1,1,1,2.372992966,1.903881852,0.469111114,-999,-999
274,Human,18,Age_18,Age_18,Female,PE,2b,0,0.1,0,0.8,63.428,32.165,0.99,0.99,0.85,0.9,1,0,0,0,1.80907465,1.520680002,0.288394648,-999,-999
275,Human,19,Age_19,Age_19,Male,BM,1b,1,0.45,1,0.1,88.392,22.18,1,1,0.2,1,1,0,1,0,1.951298654,1.365113432,0.586185222,-999,-999
276,Human,21,Age_20_21,Age_20_22,Male,BM,1b,0,0.9,1,0.1,37.017,14.948,0.95,1,0.9,1,1,0,1,0,1.579977843,1.202706227,0.377271616,-999,-999
277,Human,20,Age_20_21,Age_20_22,Female,BM,1b,0,0.9,1,0.1,95.043,15.532,0,1,1,0.5,1,0,1,0,1.982465717,1.218325397,0.764140321,-999,-999
278,Human,20,Age_20_21,Age_20_22,Male,BM,1b,1,0.45,1,0.1,10.243,33.343,1,1,0.6,0.2,1,0,1,0,1.050882211,1.53583823,-0.484956019,-999,-999
279,Human,19,Age_19,Age_19,Male,BM,1b,0,0.9,1,0.1,293.076,15.312,0.1,1,0.85,0.4,1,0,1,0,2.468459583,1.212507213,1.25595237,-999,-999
280,Human,21,Age_20_21,Age_20_22,Female,BM,2a,0,0.9,1,0.1,11.28,8.48,1,1,0.85,0.85,1,0,1,1,1.089198367,0.976808337,0.112390029,-999,-999
281,Human,19,Age_19,Age_19,Female,PE,1a,1,0.05,1,0.9,12.984,10.227,1,1,0.88,0.88,1,-999,1,1,1.145631415,1.050263723,0.095367693,-999,-999
282,Human,21,Age_20_21,Age_20_22,Male,PE,1a,1,0.05,1,0.9,23.673,20.63,1,1,0.9,0.95,1,0,1,0,1.392221959,1.335056519,0.057165439,-999,-999
283,Human,29,Age_29_33,Age_25_29,Male,BM,1b,1,0.45,1,0.1,147.064,50.771,1,1,0.2,1,1,0,1,0,2.170449478,1.714086554,0.456362924,-999,-999
284,Human,24,Age_22_24,Age_23_24,Male,BM,1b,0,0.9,1,0.1,51.926,71.38,1,1,0.98,0.99,1,-999,1,0,1.723669072,1.859618579,-0.135949506,-999,-999
285,Human,30,Age_29_33,Age_30_35,Male,PE,2b,0,0.1,1,0.9,7.692,119.872,1,1,0.99,0.99,-999,-999,1,0,0.939119718,2.082325708,-1.143205991,-999,-999
286,Human,40,Age_34_41,Age_36_40,Female,PE,1a,1,0.05,1,0.9,9.339,9.246,1,1,0.7,0.6,1,0,1,0,1.014478535,1.010554352,0.003924184,-999,-999
287,Human,37,Age_34_41,Age_36_40,Male,PE,2b,0,0.1,1,0.9,18.258,16.067,0.7,1,0.8,0.95,1,-999,1,0,1.284611182,1.232157188,0.052453994,-999,-999
288,Human,28,Age_25_28,Age_25_29,Male,PE,1a,0,0.1,1,0.9,34.929,24.733,1,1,1,1,1,-999,1,0,1.55544513,1.41049042,0.14495471,-999,-999
289,Human,29,Age_29_33,Age_25_29,Male,PE,1a,1,0.05,1,0.9,19.396,13.24,0.95,1,0.75,0.95,1,0,1,0,1.309545003,1.153509989,0.156035014,-999,-999
290,Human,29,Age_29_33,Age_25_29,Female,BM,2a,0,0.9,1,0.1,11.252,6.943,1,1,0.75,0.9,-999,-999,0,1,1.088206988,0.899984563,0.188222426,-999,-999
291,Human,24,Age_22_24,Age_23_24,Male,PE,2b,0,0.1,1,0.9,6.474,9.899,1,1,0.97,0.95,0,0,1,1,0.873553094,1.037386653,-0.163833559,-999,-999
292,Human,42,Age_42_65,Age_41_65,Female,BM,2a,0,0.9,1,0.1,23.421,4.146,0.45,0.45,0.6,0.55,-999,-999,1,0,1.387763444,0.711469782,0.676293662,-999,-999
293,Human,24,Age_22_24,Age_23_24,Male,PE,2b,0,0.1,1,0.9,26.854,13.172,1,1,0.8,0.75,1,0,1,1,1.444887571,1.151431144,0.293456428,-999,-999
294,Human,41,Age_34_41,Age_41_65,Female,BM,2a,1,0.45,1,0.1,389.875,18.118,0.95,0.95,0.25,0.75,1,0,1,0,2.592037894,1.281442457,1.310595437,-999,-999
295,Human,21,Age_20_21,Age_20_22,Male,PE,2b,1,0.05,1,0.9,9.557,16.752,1,1,1,0.2,1,1,1,0,1.023540522,1.249247289,-0.225706768,-999,-999
296,Human,23,Age_22_24,Age_23_24,Female,BM,2a,1,0.45,1,0.1,81.579,26.546,0.99,0.99,0.85,0.95,1,0,1,0,1.916869619,1.440058543,0.476811076,-999,-999
297,Human,21,Age_20_21,Age_20_22,Male,BM,2a,0,0.9,1,0.1,23.552,9.927,1,1,0.9,0.9,1,1,1,1,1.390086875,1.038500943,0.351585932,-999,-999
298,Human,22,Age_22_24,Age_20_22,Male,PE,2b,1,0.05,1,0.9,176.273,14.283,1,1,0.5,0.25,1,0,1,0,2.248642594,1.184208613,1.064433981,-999,-999
299,Human,20,Age_20_21,Age_20_22,Female,BM,2a,0,0.9,1,0.1,12.954,6.035,1,1,0.8,0.7,-999,-999,0,0,1.144698719,0.847264102,0.297434617,-999,-999
300,Human,26,Age_25_28,Age_25_29,Female,BM,1b,1,0.45,1,0.1,13.86,17.585,1,1,0.85,0.95,1,0,1,0,1.172018809,1.269162565,-0.097143756,-999,-999
301,Human,28,Age_25_28,Age_25_29,Female,BM,1b,1,0.45,1,0.1,47.316,16.587,1,1,0.5,1,1,0,1,0,1.684090973,1.245191764,0.438899209,-999,-999
302,Human,29,Age_29_33,Age_25_29,Male,BM,2a,0,0.9,1,0.1,10.078,6.547,1,1,0.7,0.8,-999,-999,1,1,1.044461361,0.87777435,0.166687011,-999,-999
303,Human,23,Age_22_24,Age_23_24,Male,PE,2b,1,0.05,1,0.9,10.888,18.331,1,1,0.9,0.75,1,0,1,0,1.075108796,1.286254321,-0.211145524,-999,-999
304,Human,29,Age_29_33,Age_25_29,Male,BM,1b,1,0.45,1,0.1,39.171,49.309,1,1,0.1,0.1,1,0,1,0,1.603912643,1.701645685,-0.097733042,-999,-999
305,Human,27,Age_25_28,Age_25_29,Male,BM,2a,0,0.9,1,0.1,29.145,7.875,1,1,0.3,0.78,-999,-999,1,1,1.479215288,0.948168362,0.531046926,-999,-999
306,Human,25,Age_25_28,Age_25_29,Male,BM,1b,0,0.9,1,0.1,5.15,258.303,1,1,0.9,0.95,0,0,0,0,0.788875116,2.413807541,-1.624932426,-999,-999
307,Human,22,Age_22_24,Age_20_22,Male,BM,1b,0,0.9,1,0.1,64.077,10.435,0.5,1,1,0.2,1,0,1,0,1.813427524,1.058236169,0.755191355,-999,-999
308,Human,24,Age_22_24,Age_23_24,Female,PE,1a,0,0.1,1,0.9,104.189,147.119,1,0.95,0.9,0.9,1,1,1,1,2.021970326,2.170610771,-0.148640445,-999,-999
309,Human,22,Age_22_24,Age_20_22,Male,PE,1a,0,0.1,1,0.9,40.181,8.327,0.1,0.9,0.75,0.8,1,1,1,1,1.614696888,0.969741977,0.644954912,-999,-999
310,Human,24,Age_22_24,Age_23_24,Female,BM,2a,1,0.45,1,0.1,12.164,11.934,1,1,0.9,0.75,1,0,1,0,1.119387874,1.111732857,0.007655017,-999,-999
311,Human,26,Age_25_28,Age_25_29,Male,PE,2b,1,0.05,1,0.9,14.394,30.289,1,1,0.4,0.95,1,0,1,0,1.187351482,1.495391683,-0.308040201,-999,-999
312,Human,25,Age_25_28,Age_25_29,Male,PE,1a,0,0.1,1,0.9,6.542,10.573,1,1,0.9,0.8,1,1,1,1,0.877486528,1.063445953,-0.185959425,-999,-999
313,Human,23,Age_22_24,Age_23_24,Male,PE,1a,1,0.05,1,0.9,70.716,187.58,1,1,1,0.8,-999,-999,0,1,1.855616059,2.275495631,-0.419879573,-999,-999
314,Human,28,Age_25_28,Age_25_29,Male,BM,2a,0,0.7,1,0.1,34.95,13.436,0.5,0.5,0.75,0.75,1,1,1,1,1.555698895,1.159446873,0.396252021,-999,-999
315,Human,24,Age_22_24,Age_23_24,Male,PE,2b,1,0.05,1,0.9,52.06,7.043,1,1,0.5,0.5,1,-999,1,0,1.724767246,0.905418069,0.819349177,-999,-999
316,Human,35,Age_34_41,Age_30_35,Female,PE,2b,1,0.05,1,0.9,7.237,26.063,1,1,0.8,0.7,1,0,1,0,0.915769066,1.432375938,-0.516606872,-999,-999
317,Human,25,Age_25_28,Age_25_29,Male,PE,2b,1,0.05,1,0.9,8.496,22.138,1,1,0.9,0.5,1,0,1,0,0.977540706,1.364325817,-0.386785111,-999,-999
318,Human,20,Age_20_21,Age_20_22,Male,BM,2a,1,0.45,1,0.1,24.722,16.25,1,1,0.99,0.95,1,0,1,0,1.410304734,1.236789099,0.173515634,-999,-999
319,Human,23,Age_22_24,Age_23_24,Male,BM,2a,0,0.9,1,0.1,9.999,5.889,1,1,0.95,0.85,1,1,1,1,1.041353202,0.838156185,0.203197017,-999,-999
320,Human,39,Age_34_41,Age_36_40,Male,PE,2b,0,0.1,1,0.9,48.456,30.207,1,1,0.85,0.95,1,0,1,0,1.694218988,1.494252021,0.199966967,-999,-999
321,Human,23,Age_22_24,Age_23_24,Male,BM,2a,0,0.9,1,0.1,122.208,23.939,1,1,0.3,0.3,1,1,1,1,2.090638908,1.396879035,0.693759873,-999,-999
322,Human,20,Age_20_21,Age_20_22,Male,BM,2b,0,0.9,1,0.1,13.05,11.838,1,1,0.99,0.9,1,0,1,0,1.147676324,1.108497371,0.039178953,-999,-999
323,Human,21,Age_20_21,Age_20_22,Male,PE,1a,0,0.1,1,0.9,34.039,8.047,1,1,0.75,0.8,1,0,1,0,1.544551703,0.95650459,0.588047113,-999,-999
324,Human,23,Age_22_24,Age_23_24,Male,BM,2a,0,0.9,1,0.1,23.261,6.651,1,1,0.5,0.6,1,1,1,1,1.384908698,0.883718202,0.501190496,-999,-999
325,Human,39,Age_34_41,Age_36_40,Female,PE,2b,1,0.05,1,0.9,4.714,13.515,0.98,0.65,0.75,0.65,0,1,0,1,0.756940236,1.16181704,-0.404876804,-999,-999
326,Human,24,Age_22_24,Age_23_24,Male,PE,1a,0,0.1,1,0.9,7.433,9.377,0.99,1,0.98,0.98,-999,-999,1,1,0.9259821,1.016071817,-0.090089716,-999,-999
327,Human,46,Age_42_65,Age_41_65,Female,BM,2b,0,0.9,1,0.1,9.909,9.654,1,1,0.75,0.95,1,0,1,0,1.037784942,1.027512692,0.010272249,-999,-999
328,Human,24,Age_22_24,Age_23_24,Male,PE,1a,1,0.05,1,0.9,6.807,18.837,0.9,0.8,0.8,0.8,1,0,1,0,0.892484179,1.297475993,-0.404991814,-999,-999
329,Human,21,Age_20_21,Age_20_22,Female,PE,1a,1,0.05,1,0.9,30.924,17.566,0.9,0.5,0.5,0.5,1,0,1,0,1.504117302,1.268718346,0.235398956,-999,-999
330,Human,21,Age_20_21,Age_20_22,Male,PE,2b,1,0.05,1,0.9,16.242,12.65,1,1,1,0.66,1,0,1,0,1.236587641,1.135132651,0.101454989,-999,-999
331,Human,32,Age_29_33,Age_30_35,Male,BM,1b,0,0.9,1,0.1,38.326,19.664,0.75,0.99,0.6,0.99,0,0,1,0,1.594679775,1.315214393,0.279465382,-999,-999
332,Human,18,Age_18,Age_18,Male,BM,1b,0,0.9,1,0.1,9.622,8.662,1,1,0.8,0.8,1,1,1,1,1.026206297,0.985067033,0.041139264,-999,-999
333,Human,33,Age_29_33,Age_30_35,Male,PE,1a,0,0.1,1,0.9,23.519,14.959,1,1,0.98,0.98,0,0,0,0,1.389502754,1.203005675,0.186497079,-999,-999
334,Human,24,Age_22_24,Age_23_24,Male,BM,1b,0,0.9,1,0.1,66.028,10.37,1,1,0.5,0.5,1,1,1,1,1.826256261,1.055760465,0.770495796,-999,-999
335,Human,29,Age_29_33,Age_25_29,Female,BM,2a,0,0.9,1,0.1,9.141,3.799,1,1,0.75,0.75,1,1,1,1,1.006080783,0.68115075,0.324930033,-999,-999
336,Human,24,Age_22_24,Age_23_24,Male,BM,2a,1,0.45,1,0.1,16.127,8.559,1,1,0.95,1,1,0,1,0,1.233681298,0.980412462,0.253268836,-999,-999
337,Human,29,Age_29_33,Age_25_29,Male,BM,1b,1,0.45,1,0.1,70.133,15.849,1,1,1,0.35,-999,-999,1,0,1.852071125,1.22657413,0.625496995,-999,-999
338,Human,25,Age_25_28,Age_25_29,Male,BM,1b,0,0.9,1,0.1,60.037,17.615,0.5,0.5,0.6,0.6,1,1,1,1,1.78559318,1.269863041,0.515730139,-999,-999
339,Human,22,Age_22_24,Age_20_22,Female,BM,1b,0,0.9,1,0.1,11.449,18.435,0.8,0.05,0.9,0.12,0,0,1,1,1.095134467,1.288584545,-0.193450078,-999,-999
340,Human,40,Age_34_41,Age_36_40,Female,BM,2a,0,0.9,1,0.1,11.236,8.222,0.8,0.8,0.6,0.6,1,1,1,1,1.087639468,0.964825118,0.12281435,-999,-999
341,Human,30,Age_29_33,Age_30_35,Female,BM,2a,1,0.45,1,0.1,32.302,20.457,1,1,0.2,0.99,1,0,1,0,1.522470316,1.331569001,0.190901315,-999,-999
342,Human,20,Age_20_21,Age_20_22,Male,BM,2a,0,0.9,1,0.1,11.456,3.756,1,1,0.75,0.75,1,1,1,1,1.0953786,0.677241846,0.418136754,-999,-999
343,Human,33,Age_29_33,Age_30_35,Female,BM,1b,1,0.45,1,0.1,19.995,20.899,1,1,0.6,0.8,1,0,1,0,1.322115879,1.340424284,-0.018308405,-999,-999
344,Human,29,Age_29_33,Age_25_29,Female,PE,2b,0,0.1,1,0.9,10.237,47.603,1,1,0.8,0.85,1,0,1,0,1.050650381,1.686663077,-0.636012696,-999,-999
345,Human,21,Age_20_21,Age_20_22,Male,BM,2a,0,0.9,1,0.1,39.693,14.883,1,1,0.7,0.7,1,1,1,1,1.609519708,1.200932536,0.408587173,-999,-999
346,Human,22,Age_22_24,Age_20_22,Male,PE,2b,1,0.05,1,0.9,10.488,6.643,1,1,0.9,0.9,1,0,1,0,1.060244427,0.88326386,0.176980567,-999,-999
347,Human,22,Age_22_24,Age_20_22,Male,PE,2b,0,0.1,1,0.9,19.615,13.247,0.99,1,0.99,0.99,0,0,0,0,1.314183339,1.153723424,0.160459915,-999,-999
348,Human,49,Age_42_65,Age_41_65,Male,BM,2a,0,0.9,1,0.1,95.209,5.231,0.9,1,0.8,0.95,1,1,1,1,1.983215701,0.794557751,1.188657949,-999,-999
349,Human,27,Age_25_28,Age_25_29,Female,PE,1b,0,0.1,1,0.9,36.945,7.008,0.25,0.8,0.65,0.65,0,0,1,1,1.579154557,0.903524064,0.675630493,-999,-999
350,Human,19,Age_19,Age_19,Male,PE,2b,1,0.05,1,0.9,25.629,10.524,1,1,0.75,1,1,0,1,0,1.425354858,1.06160325,0.363751608,-999,-999
351,Human,22,Age_22_24,Age_20_22,Male,BM,2a,0,0.9,1,0.1,62.376,29.799,0,0.8,0.4,0.25,0,0,0,0,1.801924825,1.488536616,0.313388209,-999,-999
352,Human,29,Age_29_33,Age_25_29,Male,BM,1b,0,0.9,1,0.1,6.644,7.631,1,0,0.9,0.75,0,0,0,0,0.883320678,0.936061117,-0.052740438,-999,-999
353,Human,23,Age_22_24,Age_23_24,Male,PE,1a,0,0.1,1,0.9,10.445,11.437,1,1,0.85,0.85,1,1,1,1,1.058615797,1.094715634,-0.036099837,-999,-999
354,Human,22,Age_22_24,Age_20_22,Male,PE,1a,0,0.1,1,0.9,12.179,132.294,0.9,0.1,0.7,0.4,1,0,1,0,1.119882458,2.124810601,-1.004928143,-999,-999
355,Human,27,Age_25_28,Age_25_29,Male,PE,2b,0,0.1,1,0.9,39.12,38.919,0.7,1,0.7,0.7,-999,-999,1,0,1.603360924,1.601179653,0.002181271,-999,-999
356,Human,19,Age_19,Age_19,Male,PE,1a,0,0.1,1,0.9,13.139,8.067,1,0.5,1,0.3,-999,-999,0,0,1.150418694,0.957463616,0.192955079,-999,-999
357,Human,24,Age_22_24,Age_23_24,Female,PE,1a,1,0.05,1,0.9,7.955,22.686,0.9,0.8,0.85,0.9,-999,0,1,0,0.95206559,1.374491725,-0.422426135,-999,-999
358,Human,21,Age_20_21,Age_20_22,Female,BM,2a,1,0.45,1,0.1,27.209,13.858,1,1,0.25,0.75,1,0,1,0,1.450387691,1.171960354,0.278427337,-999,-999
359,Human,25,Age_25_28,Age_25_29,Male,PE,1a,1,0.05,1,0.9,7.404,11.305,1,1,0.8,1,1,0,1,0,0.924486044,1.090081618,-0.165595574,-999,-999
360,Human,24,Age_22_24,Age_23_24,Male,BM,1b,0,0.9,1,0.1,14.041,8.475,0.1,1,0.5,1,1,0,1,0,1.177276711,0.976579219,0.200697493,-999,-999
361,Human,23,Age_22_24,Age_23_24,Male,PE,1a,0,0.1,1,0.9,16.08,7.306,1,1,1,1,0,0,1,1,1.232487866,0.919391927,0.31309594,-999,-999
362,Human,27,Age_25_28,Age_25_29,Male,BM,2a,0,0.9,1,0.1,13.588,6.795,1,1,0.6,0.6,-999,0,1,1,1.163995755,0.89181612,0.272179635,-999,-999
363,Human,20,Age_20_21,Age_20_22,Female,PE,2b,0,0.1,1,0.9,6.853,13.878,1,1,0.99,0.3,0,0,0,0,0.895035597,1.172544554,-0.277508957,-999,-999
364,Human,25,Age_25_28,Age_25_29,Male,BM,1b,0,0.9,1,0.1,15.074,14.093,1,1,0.98,0.95,1,0,1,0,1.206123964,1.178775572,0.027348392,-999,-999
365,Human,36,Age_34_41,Age_36_40,Female,PE,1a,0,0.1,1,0.9,9.333,8.191,1,1,0.85,1,1,0,1,0,1.014226429,0.963362766,0.050863663,-999,-999
366,Human,21,Age_20_21,Age_20_22,Female,PE,2b,1,0.05,1,0.9,10.346,9.981,1,1,0.6,0.75,1,0,1,0,1.054842779,1.040641892,0.014200888,-999,-999
367,Human,39,Age_34_41,Age_36_40,Male,BM,1b,0,0.85,0,0.05,9.183,8.319,1,1,0.3,0.3,1,1,1,1,1.007875744,0.969369312,0.038506432,-999,-999
368,Human,22,Age_22_24,Age_20_22,Male,PE,1a,0,0.1,1,0.9,15.609,9.387,1,1,0.9,0.9,1,0,1,0,1.220343485,1.016490132,0.203853353,-999,-999
369,Human,21,Age_20_21,Age_20_22,Female,PE,2b,0,0.1,1,0.9,32.452,14.228,0.4,1,0.55,0.7,1,0,1,0,1.524422088,1.182642868,0.34177922,-999,-999
370,Human,22,Age_22_24,Age_20_22,Female,PE,2b,1,0.05,1,0.9,31.66,21.823,1,1,0.35,0.6,1,0,1,0,1.51401618,1.35837273,0.15564345,-999,-999
371,Human,26,Age_25_28,Age_25_29,Male,BM,2a,0,0.9,1,0.1,14.818,12.093,1,1,0.9,0.9,0,-999,1,0,1.199151571,1.117039168,0.082112403,-999,-999
372,Human,19,Age_19,Age_19,Female,PE,1a,0,0.1,1,0.9,3.778,2.312,0.2,0.2,0.4,0.4,1,1,1,1,0.679246145,0.520090328,0.159155817,-999,-999
373,Human,24,Age_22_24,Age_23_24,Male,PE,2b,0,0.1,1,0.9,5.055,8.091,1,1,0.9,0.9,0,0,0,0,0.782114147,0.958611658,-0.17649751,-999,-999
374,Human,25,Age_25_28,Age_25_29,Female,PE,1a,1,0.05,1,0.9,57.688,7.685,0.15,1,0.2,0.5,1,0,1,0,1.76854931,0.938769823,0.829779487,-999,-999
375,Human,26,Age_25_28,Age_25_29,Male,BM,2a,0,0.9,1,0.1,9.049,7.792,1,1,0.9,0.9,0,0,0,0,1.002122846,0.944087679,0.058035167,-999,-999
376,Human,21,Age_20_21,Age_20_22,Female,BM,2a,0,0.9,1,0.1,3.598,3.515,1,1,0.95,0.95,0,0,1,1,0.662568967,0.654657755,0.007911212,-999,-999
377,Human,20,Age_20_21,Age_20_22,Male,BM,1b,0,0.9,1,0.1,8.541,8.908,1,1,0.99,0.99,0,0,1,0,0.979593896,0.995985998,-0.016392102,-999,-999
378,Human,20,Age_20_21,Age_20_22,Male,PE,1a,1,0.05,1,0.9,7.551,8.592,0.9,1,0.8,1,1,0,0,0,0.932016906,0.98190917,-0.049892264,-999,-999
379,Human,21,Age_20_21,Age_20_22,Female,PE,2b,1,0.05,1,0.9,5.735,8.656,0.8,0.9,0.5,0.75,1,0,1,0,0.8283376,0.984797257,-0.156459657,-999,-999
380,Human,22,Age_22_24,Age_20_22,Male,PE,1a,0,0.1,1,0.9,5.83,5.92,1,1,1,1,0,0,0,0,0.834420704,0.840106094,-0.005685391,-999,-999
381,Human,26,Age_25_28,Age_25_29,Male,BM,1b,0,0.9,1,0.1,4.372,5.956,1,1,0.5,0.5,1,1,1,1,0.730136004,0.842359573,-0.112223569,-999,-999
382,Human,21,Age_20_21,Age_20_22,Male,PE,2b,0,0.1,1,0.9,2.433,3.802,0.9,0.9,0.5,0.5,-999,-999,1,1,0.535673803,0.681422156,-0.145748352,-999,-999
1,Llama2,21,Age_20_21,Age_20_22,Male,PE,2b,0,10,1,90,-999,-999,0.4,0.8,0.3,0.65,-999,-999,-999,-999,-999,-999,-999,-999,-999
1,Llama2,21,Age_20_21,Age_20_22,Male,PE,2b,0,10,0,50,-999,-999,0.6,0.8,0.5,0.3,-999,-999,-999,-999,-999,-999,-999,-999,-999
1,Llama2,21,Age_20_21,Age_20_22,Male,PE,2b,0,0.45,1,0.9,-999,-999,0.8,0.9,0.63,0.75,-999,-999,-999,-999,-999,-999,-999,-999,-999
1,Llama2,21,Age_20_21,Age_20_22,Male,PE,2b,0,0.3,1,0.9,-999,-999,0.95,0.85,0.7,0.9,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,Llama2,18,Age_18,Age_18,Male,PE,1a,1,5,1,90,-999,-999,0.7,0.6,0.45,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,Llama2,18,Age_18,Age_18,Male,PE,1a,0,2,0,30,-999,-999,0.75,0.65,0.49,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,Llama2,18,Age_18,Age_18,Male,PE,1a,1,5,1,90,-999,-999,0.75,0.4,0.6,0.3,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,Llama2,18,Age_18,Age_18,Male,PE,1a,1,5,0,45,-999,-999,0.9,0.9,0.67,0.83,-999,-999,-999,-999,-999,-999,-999,-999,-999
3,Llama2,18,Age_18,Age_18,Male,BM,1b,0,1,1,0.1,-999,-999,0.7,0.75,0.8,0.9,-999,-999,-999,-999,-999,-999,-999,-999,-999
3,Llama2,18,Age_18,Age_18,Male,BM,1b,0,50,1,10,-999,-999,0.75,1,0.4,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
3,Llama2,18,Age_18,Age_18,Male,BM,1b,1,45,1,10,-999,-999,0.8,0.95,0.65,0.75,-999,-999,-999,-999,-999,-999,-999,-999,-999
3,Llama2,18,Age_18,Age_18,Male,BM,1b,0,70,1,10,-999,-999,1,0.95,0.3,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
